Cube ID,Timestamp,Temperature Layer A,Temperature Layer B,Humidity Layer A,Humidity Layer B,Door
1013,2000-01-03 08:00:00,19.01387231465248,20.56247469443258,24.329371106024816,28.215927369043307,0
1459,2000-01-03 09:00:00,18.68624793542013,21.44580850345802,45.306184022582315,49.33361283776977,0
1298,2000-01-03 10:00:00,23.30323653989406,26.577258389809387,82.18061178996601,66.07145100757928,1
1598,2000-01-03 11:00:00,18.027045389299335,17.249692572087515,38.9824122562076,27.097218366215788,0
1522,2000-01-03 12:00:00,13.249383971724624,23.57286273510407,44.65299954378451,31.151928964571837,0
1467,2000-01-03 13:00:00,29.10012655489269,24.220450021202794,77.02183318092983,46.97756924953451,1
1356,2000-01-03 14:00:00,19.075789941588422,22.54765706487968,45.796458912405626,29.840589581874717,0
1377,2000-01-03 15:00:00,20.39777999097853,20.71749342482237,53.17596580843478,35.75478717773106,0
1576,2000-01-03 16:00:00,27.718419392896223,24.389149832053363,71.5714875372209,86.9424964785788,1
1314,2000-01-03 17:00:00,28.38091966978217,22.240300785298423,81.82648306357629,67.94853517175328,1
1196,2000-01-03 18:00:00,27.233018587284256,26.082797006072926,75.49771971424369,71.47312108531902,1
1516,2000-01-03 19:00:00,20.084728793004324,22.532658898587723,48.71458806610008,31.93296769912179,0
1240,2000-01-03 20:00:00,28.642777763124148,28.134275875750674,66.51892883884473,90.71083472423433,1
1395,2000-01-03 21:00:00,18.185394850443956,21.899959028879053,35.52316962982618,33.147414083174255,0
1811,2000-01-03 22:00:00,24.33195851619474,18.632497485256593,39.600479814291226,42.7191201850904,0
1309,2000-01-03 23:00:00,14.394418204291092,15.347376425463374,37.14577515524235,35.52975566982553,0
1679,2000-01-04 00:00:00,25.565367493240252,21.005284830835727,24.76440541508122,32.48810106469422,0
1748,2000-01-04 01:00:00,21.0402308627826,19.223480529503668,51.69397529865668,44.95146578354494,0
1463,2000-01-04 02:00:00,15.644476752312965,23.044045686195837,42.51824699251827,43.235018680876884,0
1267,2000-01-04 03:00:00,22.931268431860275,25.63677499099532,62.87370476667644,46.79946209931912,1
1278,2000-01-04 04:00:00,19.591391104212114,26.719132216716822,87.02522644544213,63.984065811616794,1
1338,2000-01-04 05:00:00,22.84939494381636,26.001740997684685,58.62251699280094,69.15326910957957,1
1981,2000-01-04 06:00:00,24.95859836631923,28.66959642492953,58.19489570236194,68.3605685378916,1
1737,2000-01-04 07:00:00,17.748791867052955,26.047648407919546,54.93371274490254,27.336189273059226,0
1156,2000-01-04 08:00:00,22.683351804935143,19.43628628077182,44.35363633454734,44.55848344745398,0
1710,2000-01-04 09:00:00,27.177090718537738,33.80287757711341,74.89506571030408,76.41259680718923,1
1362,2000-01-04 10:00:00,21.733432482218372,16.59254843443503,37.15911133104595,29.742558245669443,0
1490,2000-01-04 11:00:00,25.927859968740183,27.377898078309837,74.5023209175526,68.68433813040615,1
1971,2000-01-04 12:00:00,22.09136740171304,18.963196903434707,40.12511308466362,38.138570021430574,0
1760,2000-01-04 13:00:00,17.426044669146776,13.925604213606992,39.14920870619373,39.37250625864176,0
1322,2000-01-04 14:00:00,27.89639660261163,28.23417679525231,70.41663079495386,68.93905878814049,1
1665,2000-01-04 15:00:00,18.02558393586824,13.534024265112787,14.296203846836942,42.864337594361395,0
1592,2000-01-04 16:00:00,25.63066917761897,23.87166729308889,67.20028216953261,81.74012312710161,1
1476,2000-01-04 17:00:00,21.745621088303782,16.691551677130306,51.572713023011794,32.79460345481647,0
1019,2000-01-04 18:00:00,28.17530841738189,25.740987334349587,82.82734078006145,73.19258573678752,1
1629,2000-01-04 19:00:00,22.52640699281111,17.779476218093205,34.58944620452715,32.361128071514486,0
1490,2000-01-04 20:00:00,23.92870375443842,20.859245341840296,33.70815960957254,38.75409913824925,0
1444,2000-01-04 21:00:00,24.698792437229937,22.545442969397065,73.13363895835306,82.40126523881848,1
1643,2000-01-04 22:00:00,20.410281923535003,12.865646570840987,57.27409039386495,45.606396878162855,0
1206,2000-01-04 23:00:00,23.4784165537935,21.18881889657,69.35880322045065,69.14210414557904,1
1249,2000-01-05 00:00:00,18.094745370443356,22.00096292290567,46.49131698946301,47.755490389972586,0
1991,2000-01-05 01:00:00,27.142715329198676,23.393853332170913,61.6167571971191,73.2689026289635,1
1895,2000-01-05 02:00:00,26.180266335799868,25.149682361827477,62.32015812446141,65.76519502454738,1
1207,2000-01-05 03:00:00,19.52441515674696,19.395918183162838,38.12138884010247,38.47383462158609,0
1095,2000-01-05 04:00:00,23.86723937768033,23.370160715101665,81.75372288111488,70.46697959609375,1
1562,2000-01-05 05:00:00,22.96853665198263,25.561764897652235,65.47844918265262,58.559642595404256,1
1641,2000-01-05 06:00:00,28.89897668985755,27.86978771466635,52.740990206721364,74.08979667729766,1
1089,2000-01-05 07:00:00,18.586620123606806,20.98417169978783,40.17911804812635,40.33632355353859,0
1135,2000-01-05 08:00:00,20.320147474041065,24.680049107048948,76.55634424716446,65.29269917051711,1
1697,2000-01-05 09:00:00,19.68471152635183,18.166787512975585,38.869984226312795,30.106016903989882,0
1108,2000-01-05 10:00:00,28.308243890517684,23.133584632905595,72.03940806178313,69.7406749884041,1
1136,2000-01-05 11:00:00,24.88448552613072,23.739260098962504,84.66311064752449,56.90886570312743,1
1854,2000-01-05 12:00:00,21.943716645832144,28.662919320101427,64.00244426100673,62.67829647451412,1
1593,2000-01-05 13:00:00,13.326789777574902,24.367282458663208,44.31373107358925,42.200495676615404,0
1211,2000-01-05 14:00:00,22.933300598932465,12.606167542114527,28.977891541588825,56.99863471076081,0
1776,2000-01-05 15:00:00,18.47069971496977,20.082628294398187,33.299102810744515,50.04715620463901,0
1649,2000-01-05 16:00:00,22.629253111133988,28.991754375725975,62.13544934197141,53.4205309400833,1
1648,2000-01-05 17:00:00,27.114671213923643,21.96223628734726,85.63790148594535,63.496158515757955,1
1419,2000-01-05 18:00:00,19.42510569499169,20.893503165518375,38.267870399542204,26.99768767472724,0
1792,2000-01-05 19:00:00,21.68244554383822,21.246770808352874,47.16638303523249,47.54016850766719,0
1879,2000-01-05 20:00:00,26.55918390509356,28.05265986565438,82.77866436315188,70.34836937972806,1
1357,2000-01-05 21:00:00,19.061629379382246,20.176397200865107,30.183190658203323,47.09159890783398,0
1100,2000-01-05 22:00:00,22.449407810839315,22.785849256457976,41.212339364728095,41.904603463477535,0
1607,2000-01-05 23:00:00,30.01793595189667,22.57546877424395,61.94553565626596,73.31901231864245,1
1091,2000-01-06 00:00:00,26.078647166632646,30.12124080188956,86.58264397419325,54.73597392148643,1
1152,2000-01-06 01:00:00,24.256381459946688,25.683877890174358,78.71551579455688,62.710875182308186,1
1982,2000-01-06 02:00:00,20.11916813145272,18.66750098282776,47.03842578389856,60.82561322595239,0
1481,2000-01-06 03:00:00,24.15567099272314,21.858354415474746,65.42354253801352,75.8272579627332,1
1578,2000-01-06 04:00:00,22.733522836678045,25.895126579509007,48.34856533738527,56.47092187629546,1
1315,2000-01-06 05:00:00,24.017954903104823,20.271819624518294,72.53891941968062,40.97391282178795,0
1420,2000-01-06 06:00:00,27.21745890751106,26.213679172965612,85.33410206278234,67.50752881541183,1
1945,2000-01-06 07:00:00,21.140965805964647,22.515579228771013,45.560521315900566,47.60355420506103,0
1484,2000-01-06 08:00:00,20.54670418251168,26.221814390353888,81.51247805873909,90.07758416902242,1
1482,2000-01-06 09:00:00,23.505897307191866,26.8558482882122,60.91428092338296,69.51136290688035,1
1427,2000-01-06 10:00:00,24.934640663002057,25.99331322837478,35.61038209920961,45.16368022569654,0
1931,2000-01-06 11:00:00,25.174306636138766,15.794456509492091,35.38689989833537,45.36534442236714,0
1039,2000-01-06 12:00:00,21.745465679010437,20.26142021665765,45.72930382974249,44.319596783876534,0
1710,2000-01-06 13:00:00,18.247007498061816,21.261483674072565,38.451117189831066,26.414850761597947,0
1319,2000-01-06 14:00:00,27.049669683473525,27.83304871200172,66.10072362907806,76.22035110233307,1
1760,2000-01-06 15:00:00,26.90894414695537,25.932198129738527,59.999470380782896,78.58794677225933,1
1214,2000-01-06 16:00:00,20.220861454780135,20.376721533041717,21.86662488282546,39.406145000640585,0
1959,2000-01-06 17:00:00,24.250700829242547,25.9809917324161,65.94668855190453,64.92005419996745,1
1259,2000-01-06 18:00:00,24.237014814861034,18.111007405012035,42.02216786296081,44.655073239324885,0
1080,2000-01-06 19:00:00,24.09490404270242,25.79153693602263,61.81341093124874,61.23030293720035,1
1204,2000-01-06 20:00:00,21.76260349171691,17.18987341303532,31.134114265399276,50.2722897666517,0
1134,2000-01-06 21:00:00,25.484433033179467,22.108563992091263,66.07268714980778,62.718898561983096,1
1364,2000-01-06 22:00:00,15.591659406422586,15.880699262747326,26.212227596252433,51.764413956999235,0
1790,2000-01-06 23:00:00,19.04566677784272,21.78866973140519,21.803992333475183,45.18938338207066,0
1910,2000-01-07 00:00:00,21.71303825072348,24.88595654368322,48.97234010971367,66.0854437451783,1
1224,2000-01-07 01:00:00,25.834892880089985,27.650429983154883,65.48997341700836,72.61326711066617,1
1214,2000-01-07 02:00:00,27.049723344187548,25.16288802027586,78.07608413383808,67.63736997043513,1
1594,2000-01-07 03:00:00,18.405533817972795,17.084770885927618,22.396514754563945,27.51409000512379,0
1181,2000-01-07 04:00:00,21.071908052416575,27.39981885015627,66.63835250952647,77.9278631921848,1
1725,2000-01-07 05:00:00,20.444042559717953,23.303887226495227,51.60478545758928,43.4843126258706,0
1281,2000-01-07 06:00:00,22.854911225405633,21.617236237034525,40.403500695982444,40.091335887532,0
1952,2000-01-07 07:00:00,25.34725243194325,24.941139715038027,27.8644058304223,52.15152209642922,0
1077,2000-01-07 08:00:00,17.83280545442487,22.38174250839706,72.31344982629751,76.21806433585971,1
1099,2000-01-07 09:00:00,24.860089932982877,17.86681458722361,34.7500054509923,34.775808669994206,0
1149,2000-01-07 10:00:00,18.253997271445602,22.3733150800335,21.679102515446303,50.57034151052386,0
1162,2000-01-07 11:00:00,20.680324495274405,22.90042716145407,44.996985625288225,40.88720454305771,0
1325,2000-01-07 12:00:00,17.743527243805243,22.330950196431637,31.949191488823423,53.630385770783064,0
1586,2000-01-07 13:00:00,27.937596887452692,23.50992466083303,69.8216724587701,81.29749189066258,1
1083,2000-01-07 14:00:00,32.05404346750168,27.29027801764409,104.47082551419881,89.21581375166346,1
1711,2000-01-07 15:00:00,22.104223101794574,27.065039243577175,47.389319908417505,35.29247574528881,0
1110,2000-01-07 16:00:00,24.024987871974567,26.534201573528623,80.89440402071337,71.42702563173157,1
1358,2000-01-07 17:00:00,27.619574422288533,23.52997949663285,60.54349074045589,63.77027540918132,1
1724,2000-01-07 18:00:00,20.165644532465265,20.736399023697707,22.809930469207956,26.362433412551884,0
1014,2000-01-07 19:00:00,28.790270441952025,23.40266647568261,65.80246593221054,62.660311240982224,1
1658,2000-01-07 20:00:00,19.930349741290367,20.573065019983172,29.569168684897754,41.01994939803938,0
1818,2000-01-07 21:00:00,19.670857478798876,23.950684533929582,20.838740976800217,46.07658012801614,0
1128,2000-01-07 22:00:00,21.198258386718095,21.900449418147797,52.5358210400736,43.63226486578488,0
1513,2000-01-07 23:00:00,20.544049900450872,26.284950006608877,70.87162001134395,89.6028214711922,1
1664,2000-01-08 00:00:00,23.689614098490093,16.286775353733226,38.56653482834431,44.72163514831544,0
1079,2000-01-08 01:00:00,23.19079617999777,21.358849796075976,69.0963505553307,68.06279251026068,1
1928,2000-01-08 02:00:00,18.16710992817379,18.625323864836453,25.550410864067313,27.053473406489644,0
1109,2000-01-08 03:00:00,20.29481214543024,15.541322970347377,43.024057677933214,45.67131764617317,0
1441,2000-01-08 04:00:00,18.400878862920568,16.519954926614286,30.02073650753166,49.12068551844127,0
1802,2000-01-08 05:00:00,18.366625391648487,22.152620515832663,39.9049166085857,34.92314103044216,0
1273,2000-01-08 06:00:00,23.992174129470083,27.426699862633598,75.83913619338146,84.96204321109225,1
1254,2000-01-08 07:00:00,20.772293099427056,28.024815173852325,73.22935674931284,70.69797120258892,1
1947,2000-01-08 08:00:00,19.38236991377926,18.850402860755533,34.64760832308846,32.77697037662685,0
1504,2000-01-08 09:00:00,23.805640692612066,16.395794680035728,32.799940588838005,39.54503523775932,0
1592,2000-01-08 10:00:00,25.86396235880309,22.894730620867506,51.24940499051255,76.96043015363348,1
1252,2000-01-08 11:00:00,17.354521222887715,23.884284090764762,46.262988903579156,31.060864503171352,0
1083,2000-01-08 12:00:00,22.10379908528434,24.818096224361486,73.76078737006874,87.95644610529666,1
1172,2000-01-08 13:00:00,22.31758671136128,21.276454335494382,41.275879386783224,34.45477579899115,0
1161,2000-01-08 14:00:00,23.8999611544862,19.99316598597587,51.518156643607085,38.97192933480385,0
1053,2000-01-08 15:00:00,23.94759428791481,24.40165759890842,44.407603144691876,66.00343842565492,1
1981,2000-01-08 16:00:00,22.773801476681665,22.56562055435355,51.13813312648668,30.439478003070768,0
1009,2000-01-08 17:00:00,18.03740061109362,16.929498561145756,35.758958145063815,36.334896212919254,0
1668,2000-01-08 18:00:00,24.414706585264575,24.930303762236967,72.30466881615551,68.21532903352751,1
1175,2000-01-08 19:00:00,19.46946619350219,27.617729691101445,75.65882781010592,66.18822035168971,1
1214,2000-01-08 20:00:00,25.072559665676447,23.962994089661454,80.41791009863181,76.07060956581309,1
1998,2000-01-08 21:00:00,24.336132761012873,25.593132927381667,74.88602304003082,89.42247862222266,1
1030,2000-01-08 22:00:00,28.440949025383148,25.58274969425884,80.58205149129712,72.89369228191036,1
1173,2000-01-08 23:00:00,22.768018024664713,20.168483661372083,35.22005554218163,44.772765174737685,0
1456,2000-01-09 00:00:00,24.700721252193794,24.002255207359156,82.15244717765552,57.59433246663687,1
1878,2000-01-09 01:00:00,23.500713281152166,22.582965953105845,77.01829510258764,73.14395367605813,1
1011,2000-01-09 02:00:00,21.857126061070883,24.67296054356137,75.28223840173233,78.55770128883034,1
1099,2000-01-09 03:00:00,24.58438388269576,24.92252535602557,55.01239176985544,85.26717307587442,1
1156,2000-01-09 04:00:00,21.100395941859293,16.463790751006936,57.188120976742645,62.29742459263952,0
1374,2000-01-09 05:00:00,26.623260707814936,26.642098980177234,76.86471273821641,68.78421335210615,1
1665,2000-01-09 06:00:00,25.03773842950557,20.816679303221704,81.26913324582368,88.09476415517311,1
1750,2000-01-09 07:00:00,19.47778784602136,18.538657670963367,44.73889265260094,37.67544384300473,0
1601,2000-01-09 08:00:00,26.044858453190926,30.623449722990937,66.91064961595818,67.91556760675417,1
1328,2000-01-09 09:00:00,21.63119861507906,28.016005345860318,69.88957354676754,87.9702840478168,1
1626,2000-01-09 10:00:00,22.117500122376704,13.669282401589246,47.8912968953717,28.85066794723525,0
1398,2000-01-09 11:00:00,18.092636469700608,25.10599899405949,64.58175089035295,82.0026383222548,1
1037,2000-01-09 12:00:00,22.748638024322457,18.91321965260411,56.05279643181781,31.22775513621043,0
1571,2000-01-09 13:00:00,23.712950852125328,25.410720319521083,79.95483404577509,63.91921866966819,1
1389,2000-01-09 14:00:00,25.081658762873175,19.355623810467122,76.05886486138374,56.66627324534566,1
1763,2000-01-09 15:00:00,24.313694907452057,28.384864027874787,66.39757210116463,71.12402586032599,1
1044,2000-01-09 16:00:00,21.318846415646988,14.15996676212907,64.1430564428999,35.12435640060169,0
1582,2000-01-09 17:00:00,29.367865445030375,27.494481408289417,85.91886817565455,67.72858233730011,1
1206,2000-01-09 18:00:00,17.677677617245685,22.90293122762342,35.265001421637365,44.07955951959059,0
1189,2000-01-09 19:00:00,26.53090671733599,27.831300643278755,64.47413025112148,77.43010533245385,1
1928,2000-01-09 20:00:00,20.471754751904978,20.213200182149855,22.100136802021815,32.40177231725057,0
1720,2000-01-09 21:00:00,22.315116530252194,25.526528638597973,45.39716060803919,79.61182911545659,1
1011,2000-01-09 22:00:00,23.821835532476396,30.40829418267486,85.42055077471957,86.03189897123679,1
1450,2000-01-09 23:00:00,14.451797092835905,18.029272643239274,45.95427997378538,45.164535024909696,0
1486,2000-01-10 00:00:00,26.347816546242335,28.712283746966907,87.37746917014637,66.88734291603197,1
1778,2000-01-10 01:00:00,23.015381341776656,21.56907759532642,63.76199348161961,67.48480271446215,1
1361,2000-01-10 02:00:00,22.55233166528804,25.061893556309094,63.82583122270154,76.36869192785048,1
1569,2000-01-10 03:00:00,22.854911266836226,19.494441802585847,43.105458878157265,37.01415462445215,0
1994,2000-01-10 04:00:00,20.122385254306092,26.325645133802343,34.410495902786984,40.23583176646823,0
1397,2000-01-10 05:00:00,22.973310644325082,29.41863342666554,68.27340788526887,84.20936600401807,1
1699,2000-01-10 06:00:00,22.844755996396014,18.84311133785927,45.53420426404773,34.74163641469351,0
1259,2000-01-10 07:00:00,23.24979753517404,23.882654113455803,69.34390212698958,64.92701471867652,1
1193,2000-01-10 08:00:00,16.949890302597574,26.199396624907443,46.04705321208672,43.04097393666431,0
1817,2000-01-10 09:00:00,23.72066977837631,21.11026661579332,68.61641558162275,68.50480507318518,1
1507,2000-01-10 10:00:00,20.346320183836426,26.050469882281963,74.53429047143796,63.85150614020572,1
1806,2000-01-10 11:00:00,20.504076644058088,14.582658222809489,41.42336908770379,59.898289845166765,0
1519,2000-01-10 12:00:00,33.078460924445466,23.48790689192316,64.73802502873696,72.36725298006581,1
1972,2000-01-10 13:00:00,23.551356698502442,21.89360568387543,50.168359761304885,39.38664136446509,0
1297,2000-01-10 14:00:00,20.379205894852785,17.7654982824886,27.82718854085307,43.099245067889726,0
1496,2000-01-10 15:00:00,22.5640556737187,27.5955254067269,71.15714024619976,63.55297280756827,1
1261,2000-01-10 16:00:00,21.609397002301606,19.896084445211578,63.91084695180534,62.736301627498364,1
1044,2000-01-10 17:00:00,18.577419173993146,22.348336525623267,28.270312723047876,41.50890587922621,0
1443,2000-01-10 18:00:00,15.323156108173743,19.427134192273446,38.566256279639084,29.740865729090288,0
1446,2000-01-10 19:00:00,24.434209342421255,17.016676409623763,38.62560716146026,36.03269651392241,0
1256,2000-01-10 20:00:00,22.74740924726702,17.046571596968157,51.67498495633639,52.61836725587432,0
1980,2000-01-10 21:00:00,24.068425590215156,25.74761703812466,63.88935587500508,44.17301725684638,1
1639,2000-01-10 22:00:00,23.466091104236458,24.528564631770443,64.85563401861098,71.69083187073392,1
1336,2000-01-10 23:00:00,24.645749611610984,15.311461564900988,26.56039182421223,28.038677524063573,0
1484,2000-01-11 00:00:00,26.67042496532889,23.563845335617774,72.29987874280083,68.01484869168232,1
1222,2000-01-11 01:00:00,23.967970045275724,23.43015798297728,69.91576978729765,87.40160623786934,1
1463,2000-01-11 02:00:00,21.364985124722693,24.368662531529313,46.61966298785992,35.84980897042652,0
1695,2000-01-11 03:00:00,23.59474004344835,28.057555963627017,79.87926964025014,80.72110930236326,1
1308,2000-01-11 04:00:00,22.869243803974367,19.450495875618937,44.12655966716182,45.729508430320976,0
1150,2000-01-11 05:00:00,27.722447300633064,25.52652893532448,59.27064640538649,71.34820070726013,1
1086,2000-01-11 06:00:00,27.59117468095849,20.841545325225464,51.3389680784304,54.75566294625365,1
1468,2000-01-11 07:00:00,21.576066207329582,21.464295768128817,39.85366155888583,40.07761025882437,0
1247,2000-01-11 08:00:00,19.77760359654702,19.03058409025612,27.444221504105414,49.078782817845834,0
1920,2000-01-11 09:00:00,27.508400485171123,22.113326173701918,66.2869170939042,73.76488277034223,1
1701,2000-01-11 10:00:00,23.138003035675105,19.244246708287978,30.129725772754576,16.07153654551962,0
1766,2000-01-11 11:00:00,25.867419031551627,24.004609594070796,64.88866203438023,77.61725970372721,1
1416,2000-01-11 12:00:00,27.14406315242386,23.53183758841589,75.97073038013355,71.84708581344269,1
1672,2000-01-11 13:00:00,27.515637069734552,25.751271813720358,64.16008174738755,55.88533890109576,1
1802,2000-01-11 14:00:00,23.239512383437095,19.40658388450643,23.14279917637351,68.50033182959363,0
1831,2000-01-11 15:00:00,26.99634447206174,22.797137235190473,66.7869970792653,68.31969828258148,1
1383,2000-01-11 16:00:00,19.910261548552736,16.298253694010157,38.12099162786008,52.902788667488394,0
1782,2000-01-11 17:00:00,25.345191503986573,26.613683827621678,66.42558247603809,83.15474384280695,1
1457,2000-01-11 18:00:00,13.871775257784385,21.358699340931224,41.164399542320815,50.49592336924816,0
1470,2000-01-11 19:00:00,22.15620420664855,30.01123715459207,74.59026122790874,76.38959383012262,1
1323,2000-01-11 20:00:00,18.00969099033625,23.02544539919375,30.633006328715165,32.88736041612155,0
1225,2000-01-11 21:00:00,20.120560259090876,16.29961024713345,46.599711863850516,31.374882534529707,0
1225,2000-01-11 22:00:00,23.757721499990353,26.08455674827209,55.63736701554479,70.3366960097852,1
1206,2000-01-11 23:00:00,20.932206409985,22.92675334595007,46.31379909518418,36.30600781228,0
1024,2000-01-12 00:00:00,23.125776986854035,24.35889683022858,83.76430681635443,69.10402538603351,1
1498,2000-01-12 01:00:00,16.770535426328756,18.990034029913716,37.715943470497976,44.485595296904116,0
1108,2000-01-12 02:00:00,19.175812601941026,21.735278156912386,51.932958312434145,37.52267033884879,0
1328,2000-01-12 03:00:00,17.511311035421897,22.80840713502515,63.11937765941044,64.24932237345139,1
1948,2000-01-12 04:00:00,19.16891229976111,17.31903339026236,26.936413237513285,28.05001825389649,0
1679,2000-01-12 05:00:00,21.788575992746612,22.436922682545873,68.15028508397516,60.68224325319593,1
1343,2000-01-12 06:00:00,25.201279674786722,23.783538289773873,80.60499656328375,67.52302649166286,1
1871,2000-01-12 07:00:00,24.729206690949663,23.73897657382926,69.81244860821913,70.78819230265806,1
1701,2000-01-12 08:00:00,21.653214287840296,26.8844562113652,52.20184458094315,71.82387741126676,1
1980,2000-01-12 09:00:00,32.226469019269885,25.944280178391924,70.48772009807648,67.6203255288111,1
1607,2000-01-12 10:00:00,17.049164320755562,20.46544698953654,41.737447177579334,32.65834010824372,0
1222,2000-01-12 11:00:00,23.813325837839137,20.533956120083836,45.7716920608645,35.72580500262607,0
1940,2000-01-12 12:00:00,26.073511763004138,25.458262725975075,64.82763812007421,62.06180123159586,1
1076,2000-01-12 13:00:00,19.490031638176823,26.173914395091654,65.40865288659091,80.09212372985671,1
